Team ID , Team  , Region , Country , Track , Kind , Size , Status , Year
4138,Aachen,Europe,Germany,,Collegiate,28,Accepted,2022
4159,Aalto-Helsinki,Europe,Finland,,Collegiate,16,Accepted,2022
4207,Aboa,Europe,Finland,,Collegiate,10,Accepted,2022
4140,AFCM-Egypt,Africa,Egypt,,Collegiate,24,Accepted,2022
4396,AHS_Peking,Asia,China,High School,High_school,1,Pending,2022
4189,Aix-Marseille,Europe,France,,Collegiate,19,Accepted,2022
4166,Alma,North America,United States,,Collegiate,15,Accepted,2022
4503,Anatolia_College_HS,Europe,Greece,High School,High_school,1,Pending,2022
4186,AshesiGhana,Africa,Ghana,,Collegiate,10,Accepted,2022
4334,ASIJ_Tokyo,Asia,Japan,High School,High_school,1,Accepted,2022
4455,ASU,North America,United States,,Collegiate,16,Accepted,2022
4294,Athens,Europe,Greece,,Collegiate,10,Accepted,2022
4342,Austin_UTexas,North America,United States,,Collegiate,10,Accepted,2022
4501,Barcelona_UB,Europe,Spain,,Collegiate,17,Accepted,2022
4290,Beijing_United,Asia,China,,Commercial,1,Accepted,2022
4521,BentoTied,Asia,Unspecified,High School,High_school,1,Pending,2022
4400,BFSU-ICUnited,Asia,China,,Commercial,1,Pending,2022
4120,BGU_Israel,Asia,Israel,,Collegiate,12,Accepted,2022
4476,Bilkent_UNAM,Europe,Turkey,,Collegiate,10,Accepted,2022
4403,Bio-Brussels,Europe,Belgium,,Collegiate,10,Accepted,2022
4413,Bioplus-China,Asia,China,,Commercial,1,Accepted,2022
4128,BIT,Asia,China,,Collegiate,34,Accepted,2022
4232,BIT-China,Asia,China,,Collegiate,26,Accepted,2022
4221,BJEA_China,Asia,China,High School,High_school,1,Pending,2022
4203,BJWZ-China,Asia,China,High School,High_school,1,Pending,2022
4204,BNDS_China,Asia,China,High School,High_school,1,Pending,2022
4237,BNSC_China,Asia,China,,Commercial,1,Accepted,2022
4117,BNU-China,Asia,China,,Collegiate,43,Accepted,2022
4211,BNUZH-China,Asia,China,,Collegiate,24,Accepted,2022
4423,BOKU-Vienna,Europe,Austria,,Collegiate,20,Accepted,2022
4510,Bonn-Rheinbach,Europe,Germany,,Collegiate,3,Accepted,2022
4485,BostonU_HW,North America,United States,,Collegiate,1,Accepted,2022
4329,BS_United_China,Asia,China,,Commercial,1,Pending,2022
4146,BUCT,Asia,China,,Collegiate,25,Accepted,2022
4194,BUCT-China,Asia,China,,Collegiate,23,Accepted,2022
4364,Bulgaria,Europe,Bulgaria,,Collegiate,25,Accepted,2022
4226,CAFA_China,Asia,China,,Collegiate,24,Accepted,2022
4437,Calgary,North America,Canada,,Collegiate,16,Accepted,2022
4491,Cambridge,Europe,United Kingdom,,Collegiate,15,Accepted,2022
4291,Canton_HS,Asia,China,,Commercial,1,Accepted,2022
4192,CAU_China,Asia,China,,Collegiate,22,Accepted,2022
4261,CCA_San_Diego,North America,United States,High School,High_school,1,Accepted,2022
4131,CCU_Taiwan,Asia,Taiwan,,Collegiate,29,Accepted,2022
4367,Chalmers-Gothenburg,Europe,Sweden,,Collegiate,14,Accepted,2022
4295,Chattahoochee,North America,United States,High School,High_school,1,Pending,2022
4112,CHINA-FAFU,Asia,China,,Collegiate,40,Accepted,2022
4154,CityU_HongKong,Asia,Hong Kong,,Collegiate,15,Accepted,2022
4508,City_of_London_UK,Europe,United Kingdom,High School,High_school,1,Accepted,2022
4136,Concordia-Montreal,North America,Canada,,Collegiate,21,Accepted,2022
4322,Cornell,North America,United States,,Collegiate,33,Accepted,2022
4133,Costa_Rica,Latin America,Costa Rica,,Collegiate,9,Accepted,2022
4308,CPU_CHINA,Asia,China,,Collegiate,21,Accepted,2022
4257,CPU_Nanjing,Asia,China,,Collegiate,19,Accepted,2022
4495,Crete,Europe,Greece,,Collegiate,11,Accepted,2022
4151,CSMU_Taiwan,Asia,Taiwan,,Collegiate,32,Accepted,2022
4127,CSU_CHINA,Asia,China,,Collegiate,36,Accepted,2022
4201,CU-Boulder,North America,United States,,Collegiate,11,Accepted,2022
4242,CUG-China,Asia,Singapore,,Collegiate,23,Accepted,2022
4469,CUHK-HongKong-SBS,Asia,Hong Kong,,Collegiate,9,Accepted,2022
4459,CUHKSZ,Asia,China,,Collegiate,20,Accepted,2022
4165,CU_Egypt,Africa,Egypt,,Collegiate,27,Accepted,2022
4431,DeNovoCastrians,Asia,Australia,,Collegiate,10,Accepted,2022
4161,DKU,Asia,China,,Collegiate,18,Accepted,2022
4494,DKU_China,Asia,China,,Collegiate,4,Accepted,2022
4386,DNHS_SanDiego_CA,North America,United States,High School,High_school,1,Accepted,2022
4129,DTU-Denmark,Europe,Denmark,,Collegiate,16,Accepted,2022
4369,Duesseldorf,Europe,Germany,,Collegiate,15,Accepted,2022
4234,Duke,North America,United States,,Collegiate,14,Accepted,2022
4176,DUT_China,Asia,China,,Collegiate,5,Accepted,2022
4515,East_China,Asia,China,,Commercial,1,Accepted,2022
4458,East_Coast_BioCrew,North America,United States,,Commercial,1,Accepted,2022
4281,ECNUAS,Asia,China,,Commercial,1,Accepted,2022
4390,Edinburgh-UHAS_Ghana,Africa,United Kingdom,,Collegiate,34,Accepted,2022
4375,ELTE,Europe,Hungary,,Collegiate,10,Accepted,2022
4439,EPFL,Europe,Switzerland,,Collegiate,15,Accepted,2022
4440,Estonia_TUIT,Europe,Estonia,,Collegiate,9,Accepted,2022
4432,Evry_Paris-Saclay,Europe,France,,Collegiate,17,Accepted,2022
4108,Example,North America,United States,Environment(P),Collegiate,9,Accepted,2022
4111,Example_CL,Latin America,Unspecified,,Community_lab,1,Accepted,2022
4110,Example_CM,Europe,Unspecified,,Commercial,1,Accepted,2022
4109,Example_HS,Africa,Unspecified,High School,High_school,1,Accepted,2022
4339,Exeter,Europe,United Kingdom,,Collegiate,11,Accepted,2022
4253,FAFU,Asia,China,,Collegiate,30,Accepted,2022
4113,FAFU-China,Asia,China,,Collegiate,20,Accepted,2022
4338,FDR-HB_Peru,Latin America,Peru,High School,High_school,5,Accepted,2022
4229,Freiburg,Europe,Germany,,Collegiate,13,Accepted,2022
4475,FSU,North America,United States,,Collegiate,15,Accepted,2022
4162,Fudan,Asia,China,,Collegiate,17,Accepted,2022
4288,Fujian_United,Asia,China,,Commercial,1,Accepted,2022
4481,GastonDay-Shangde,North America,United States,,Collegiate,13,Accepted,2022
4493,GA_State_SW_Jiaotong,North America,United States,,Collegiate,20,Accepted,2022
4270,GDSYZX,Asia,China,High School,High_school,1,Pending,2022
4168,GeffenLA,North America,United States,High School,High_school,1,Pending,2022
4137,GEMS_Taiwan,Asia,Taiwan,,Commercial,2,Accepted,2022
4285,Goethe_Frankfurt,Europe,Germany,,Collegiate,17,Accepted,2022
4404,Goettingen,Europe,Germany,,Collegiate,9,Accepted,2022
4370,GO_Paris-Saclay,Europe,France,,Collegiate,11,Accepted,2022
4275,GreatBay_SCIE,Asia,China,,Commercial,1,Accepted,2022
4233,Groningen,Europe,Netherlands,,Collegiate,11,Accepted,2022
4157,Guangxi-U-China,Asia,China,,Collegiate,29,Accepted,2022
4321,Guelph,North America,Canada,,Collegiate,6,Accepted,2022
4354,GXU-China,Asia,China,,Collegiate,2,Accepted,2022
4430,GYHS,Asia,China,,Commercial,1,Accepted,2022
4489,HAGZGD-China,Asia,China,High School,High_school,1,Pending,2022
4223,HainanU_China,Asia,China,,Collegiate,20,Accepted,2022
4480,Harvard,North America,United States,,Collegiate,9,Accepted,2022
4249,HBUT-China,Asia,China,,Collegiate,25,Accepted,2022
4344,Heidelberg,Europe,Germany,,Collegiate,19,Accepted,2022
4177,HiZJU-China,Asia,China,,Collegiate,10,Accepted,2022
4225,HKUST,Asia,Hong Kong,,Collegiate,31,Accepted,2022
4241,HKU_HongKong,Asia,Hong Kong,,Collegiate,27,Accepted,2022
4126,HK_CPU-WYY,Asia,Hong Kong,High School,High_school,1,Pending,2022
4384,HK_SSC,Asia,Hong Kong,High School,High_school,1,Pending,2022
4252,HNU_China,Asia,China,,Collegiate,19,Accepted,2022
4452,Hopkins,North America,United States,,Collegiate,16,Accepted,2022
4183,HS_China,Asia,China,,Commercial,1,Accepted,2022
4468,HUST-China,Asia,China,,Collegiate,1,Accepted,2022
4511,HUS_United,North America,United States,High School,High_school,1,Pending,2022
4169,HZAU-China,Asia,China,,Collegiate,4,Accepted,2022
